country,province,region_1,variety,price,year,taster_name,is_red,is_white,is_rose,is_sparkling,is_dry,is_sweet,is_blend
1.0,9.0,256.0,64.0,45.0,2012.0,11.0,0,0,0,0,0,0,0
1.0,9.0,54.0,8.0,93.0,2013.0,11.0,0,0,0,0,0,0,0
7.0,40.0,314.0,36.0,65.0,2011.0,8.0,0,0,0,0,0,0,1
8.0,46.0,90.0,50.0,12.0,2012.0,6.0,0,0,0,0,0,0,0
7.0,10.0,16.0,9.0,419.0,2011.0,8.0,1,0,0,0,0,0,1
1.0,9.0,222.0,8.0,21.0,2014.0,11.0,0,0,0,0,0,0,0
1.0,9.0,63.0,17.0,20.0,2013.0,11.0,1,0,0,0,1,0,0
1.0,9.0,63.0,26.0,13.0,2013.0,11.0,0,0,0,0,0,0,0
1.0,9.0,51.0,30.0,45.0,2011.0,11.0,1,0,0,0,0,0,0
1.0,15.0,42.0,6.0,55.0,2012.0,10.0,1,0,0,0,0,0,0
1.0,9.0,37.0,6.0,25.0,2013.0,7.0,0,0,0,0,0,0,0
1.0,1.0,85.0,9.0,50.0,2009.0,10.0,0,0,0,0,0,0,1
5.0,11.0,205.0,88.0,14.0,2015.0,3.0,0,0,0,0,0,0,1
11.0,29.0,110.0,24.0,18.0,2008.0,5.0,0,0,0,0,0,0,0
7.0,22.0,28.0,27.0,45.0,2014.0,8.0,0,1,0,0,0,0,0
1.0,1.0,1.0,1.0,30.0,2010.0,10.0,0,0,0,0,0,0,0
8.0,46.0,213.0,69.0,25.0,2011.0,6.0,1,0,0,0,0,0,0
3.0,106.0,54.0,11.0,14.0,2015.0,3.0,1,0,0,0,0,0,0
1.0,9.0,19.0,15.0,45.0,2012.0,9.0,1,0,0,0,0,0,1
1.0,9.0,104.0,6.0,45.0,2012.0,9.0,1,1,0,0,0,0,0
1.0,9.0,173.0,12.0,32.0,1997.0,0.0,1,0,0,0,0,0,1
7.0,17.0,17.0,9.0,18.0,2014.0,8.0,1,0,0,0,0,0,1
5.0,11.0,8.0,12.0,25.0,2010.0,3.0,0,0,0,0,0,1,1
1.0,15.0,42.0,8.0,22.0,2009.0,10.0,0,0,0,0,0,0,0
5.0,11.0,180.0,12.0,17.0,2014.0,3.0,1,0,0,0,0,0,1
1.0,12.0,9.0,11.0,22.0,2016.0,18.0,0,0,0,0,1,0,0
6.0,7.0,95.0,25.0,19.0,2013.0,6.0,0,0,0,0,0,0,0
1.0,9.0,77.0,6.0,44.0,2013.0,9.0,0,0,1,0,0,0,0
1.0,9.0,37.0,30.0,6.0,2009.0,0.0,0,0,0,0,0,0,0
10.0,21.0,54.0,29.0,50.0,2010.0,6.0,0,0,0,0,0,0,0
7.0,22.0,28.0,27.0,35.0,2014.0,8.0,0,0,0,0,0,0,0
1.0,9.0,19.0,8.0,19.0,2006.0,0.0,0,1,0,0,1,0,0
1.0,9.0,63.0,26.0,24.0,2014.0,7.0,0,0,0,0,0,0,0
7.0,10.0,6.0,10.0,70.0,2011.0,8.0,0,0,0,0,1,0,0
1.0,9.0,54.0,30.0,175.0,2010.0,0.0,1,0,0,0,1,0,0
1.0,9.0,37.0,9.0,11.0,2012.0,7.0,1,0,0,0,1,0,1
3.0,33.0,54.0,3.0,8.0,2013.0,3.0,0,0,0,0,0,0,0
5.0,58.0,229.0,15.0,17.0,2012.0,5.0,0,0,0,0,0,0,1
1.0,9.0,19.0,30.0,22.0,2012.0,9.0,1,0,0,0,0,0,0
2.0,63.0,54.0,12.0,95.0,2012.0,4.0,1,0,0,0,0,0,1
5.0,11.0,319.0,12.0,34.0,2011.0,3.0,1,0,0,0,0,0,1
1.0,9.0,125.0,6.0,47.0,2012.0,7.0,0,0,0,0,0,0,0
3.0,49.0,54.0,51.0,25.0,2011.0,3.0,1,0,0,0,0,0,0
1.0,1.0,85.0,24.0,18.0,2011.0,10.0,0,0,0,0,0,0,0
1.0,9.0,49.0,6.0,35.0,2013.0,11.0,1,0,0,0,0,0,0
1.0,9.0,52.0,30.0,15.0,2010.0,11.0,0,0,0,0,0,0,0
3.0,99.0,54.0,3.0,40.0,2008.0,3.0,1,0,0,0,0,0,0
1.0,9.0,350.0,8.0,36.0,2007.0,0.0,0,0,0,0,1,1,0
8.0,14.0,20.0,18.0,11.0,2011.0,6.0,0,0,0,0,0,0,1
7.0,10.0,16.0,9.0,60.0,2013.0,8.0,0,0,0,0,0,0,1
1.0,9.0,51.0,6.0,38.0,2011.0,0.0,1,0,0,0,1,0,0
8.0,14.0,280.0,36.0,16.0,2012.0,6.0,0,0,0,0,0,0,1
1.0,9.0,259.0,30.0,40.0,2007.0,0.0,0,0,0,0,0,0,0
1.0,9.0,27.0,8.0,28.0,2012.0,0.0,0,0,0,0,0,0,0
8.0,19.0,22.0,73.0,11.0,2006.0,6.0,1,0,0,0,0,0,1
10.0,21.0,54.0,199.0,12.0,2010.0,6.0,0,1,0,0,0,0,1
7.0,22.0,41.0,27.0,150.0,2011.0,8.0,1,0,1,0,0,0,0
5.0,11.0,205.0,88.0,22.0,2016.0,3.0,0,0,0,0,0,0,1
1.0,1.0,1.0,28.0,16.0,2009.0,10.0,0,0,0,0,0,0,0
3.0,172.0,54.0,215.0,13.0,2014.0,3.0,0,0,0,0,0,0,0
7.0,40.0,314.0,83.0,19.0,2010.0,0.0,0,0,0,0,0,0,1
1.0,9.0,31.0,8.0,48.0,2014.0,11.0,0,1,0,0,0,0,0
1.0,9.0,612.0,64.0,48.0,2014.0,9.0,0,0,0,0,0,0,0
8.0,14.0,20.0,240.0,14.0,2011.0,6.0,0,1,0,0,0,0,1
5.0,32.0,210.0,49.0,19.0,2009.0,3.0,0,1,0,0,0,1,0
1.0,15.0,91.0,6.0,50.0,2006.0,10.0,1,0,0,0,0,0,0
1.0,9.0,248.0,9.0,40.0,2012.0,7.0,0,0,0,0,0,0,1
5.0,58.0,497.0,15.0,22.0,2005.0,5.0,0,0,0,0,0,0,1
7.0,16.0,14.0,14.0,22.0,2011.0,8.0,0,1,0,0,0,0,0
6.0,7.0,3.0,25.0,20.0,2015.0,6.0,1,0,0,0,0,0,0
1.0,25.0,108.0,24.0,13.0,2006.0,2.0,0,0,0,0,0,0,0
1.0,1.0,1.0,17.0,30.0,2006.0,10.0,0,0,0,0,0,1,0
1.0,9.0,54.0,30.0,80.0,2009.0,0.0,0,0,0,0,0,0,0
1.0,1.0,34.0,28.0,28.0,2009.0,1.0,0,0,0,0,1,0,0
7.0,10.0,16.0,9.0,25.0,2009.0,0.0,0,0,0,0,0,1,1
1.0,9.0,150.0,17.0,48.0,2010.0,0.0,0,0,0,0,0,0,0
1.0,15.0,114.0,24.0,16.0,2012.0,1.0,0,0,0,0,1,0,0
5.0,8.0,409.0,8.0,36.0,2012.0,3.0,0,0,0,0,0,0,0
7.0,16.0,93.0,9.0,60.0,2012.0,8.0,1,0,0,0,0,0,1
1.0,25.0,40.0,8.0,19.0,2006.0,2.0,0,0,0,0,0,0,0
10.0,126.0,54.0,9.0,95.0,2012.0,6.0,0,0,0,0,0,0,1
7.0,40.0,526.0,166.0,59.0,2005.0,0.0,0,1,0,1,0,0,0
1.0,9.0,245.0,8.0,30.0,2012.0,0.0,0,0,0,0,0,0,0
13.0,36.0,54.0,28.0,29.0,2010.0,14.0,1,0,0,0,1,0,0
1.0,9.0,156.0,8.0,40.0,2009.0,0.0,0,0,0,0,1,0,0
1.0,9.0,125.0,6.0,65.0,2013.0,7.0,0,0,0,0,0,0,0
5.0,13.0,154.0,13.0,15.0,2014.0,3.0,1,0,0,0,0,0,0
7.0,10.0,16.0,10.0,25.0,2013.0,8.0,1,0,0,0,0,0,0
1.0,12.0,9.0,8.0,18.0,2011.0,0.0,0,0,0,0,0,0,0
1.0,1.0,55.0,53.0,25.0,2013.0,1.0,0,0,0,0,0,1,0
10.0,26.0,54.0,8.0,10.0,2002.0,6.0,0,0,0,0,0,0,0
7.0,22.0,531.0,161.0,25.0,2006.0,0.0,0,0,0,1,0,1,0
1.0,9.0,259.0,253.0,18.0,2014.0,7.0,0,1,0,0,1,1,0
1.0,15.0,42.0,48.0,14.0,2009.0,10.0,0,0,0,0,0,0,0
5.0,8.0,69.0,8.0,22.0,2010.0,3.0,0,0,0,0,0,0,0
1.0,9.0,54.0,31.0,18.0,2008.0,0.0,0,0,0,0,1,0,0
7.0,16.0,476.0,9.0,25.0,2005.0,0.0,1,0,0,0,1,0,1
1.0,9.0,369.0,30.0,80.0,2012.0,11.0,1,0,0,0,0,0,0
1.0,9.0,156.0,6.0,22.0,2007.0,0.0,0,0,0,0,0,0,0
7.0,98.0,239.0,8.0,50.0,2011.0,8.0,0,1,0,0,0,0,0
5.0,82.0,454.0,15.0,29.0,2007.0,4.0,0,0,0,0,0,0,1
5.0,11.0,106.0,12.0,30.0,2012.0,3.0,1,0,0,0,0,0,1
5.0,13.0,243.0,13.0,18.0,2010.0,3.0,0,0,0,0,0,0,0
5.0,28.0,44.0,33.0,56.0,2008.0,3.0,1,0,0,0,0,0,1
3.0,33.0,54.0,3.0,25.0,2015.0,3.0,0,0,0,0,0,0,0
1.0,12.0,157.0,9.0,23.0,2010.0,0.0,0,0,0,0,0,0,1
1.0,9.0,84.0,26.0,28.0,2014.0,11.0,0,1,0,0,1,0,0
1.0,1.0,1.0,24.0,22.0,2011.0,10.0,0,0,0,0,1,0,0
4.0,5.0,54.0,18.0,30.0,2011.0,0.0,1,0,0,0,0,0,1
1.0,60.0,54.0,18.0,17.0,2011.0,17.0,0,0,0,0,0,0,1
5.0,58.0,123.0,11.0,25.0,2010.0,5.0,0,0,1,0,0,0,0
5.0,11.0,336.0,12.0,30.0,2007.0,3.0,0,0,0,0,0,0,1
1.0,15.0,188.0,30.0,28.0,2012.0,10.0,1,0,0,0,0,0,0
9.0,24.0,54.0,24.0,17.0,2014.0,12.0,0,0,0,0,1,0,0
5.0,11.0,172.0,12.0,25.0,2010.0,3.0,1,0,0,0,0,0,1
14.0,43.0,54.0,151.0,20.0,2006.0,3.0,1,0,0,0,0,1,0
1.0,15.0,35.0,53.0,80.0,2009.0,10.0,0,0,0,0,0,0,0
1.0,9.0,77.0,6.0,40.0,2013.0,9.0,0,0,1,0,1,0,0
5.0,11.0,363.0,11.0,16.0,2016.0,3.0,0,0,0,0,0,0,0
5.0,11.0,205.0,88.0,30.0,2010.0,3.0,0,0,0,0,0,0,1
8.0,46.0,90.0,50.0,19.0,2011.0,6.0,0,1,0,0,0,0,0
9.0,65.0,54.0,48.0,12.0,2015.0,12.0,0,0,0,0,1,0,0
1.0,9.0,7.0,6.0,12.0,2010.0,0.0,1,0,0,0,0,1,0
4.0,38.0,54.0,26.0,15.0,2001.0,0.0,0,1,0,0,0,0,0
1.0,9.0,49.0,6.0,49.0,2011.0,0.0,1,0,0,0,1,0,0
1.0,9.0,37.0,6.0,29.0,2012.0,7.0,0,0,0,0,0,0,0
5.0,8.0,11.0,8.0,18.0,2011.0,3.0,0,0,0,0,0,0,0
5.0,28.0,44.0,8.0,56.0,2006.0,3.0,0,1,0,0,0,0,0
5.0,32.0,190.0,26.0,24.0,2012.0,3.0,0,0,0,0,0,0,0
1.0,9.0,84.0,17.0,23.0,2014.0,11.0,1,0,0,0,0,0,0
8.0,19.0,79.0,36.0,8.0,2006.0,6.0,0,0,0,0,0,0,1
1.0,9.0,49.0,6.0,45.0,2013.0,11.0,1,0,0,0,0,0,0
5.0,32.0,170.0,49.0,55.0,2010.0,3.0,0,0,0,0,0,0,0
6.0,7.0,131.0,30.0,12.0,2010.0,6.0,0,0,0,0,0,0,0
5.0,28.0,44.0,33.0,65.0,2011.0,3.0,1,0,0,0,0,0,1
3.0,33.0,54.0,3.0,15.0,2013.0,3.0,1,0,0,0,0,0,0
1.0,25.0,40.0,24.0,21.0,2011.0,12.0,0,0,0,1,0,0,0
3.0,162.0,54.0,152.0,18.0,1999.0,3.0,0,0,0,0,0,0,0
7.0,17.0,68.0,40.0,40.0,2010.0,8.0,1,0,1,0,0,0,0
1.0,9.0,77.0,8.0,23.0,2011.0,0.0,0,0,0,0,0,0,0
1.0,9.0,19.0,26.0,14.0,2012.0,0.0,0,1,0,0,1,0,0
3.0,99.0,54.0,3.0,80.0,2007.0,3.0,0,0,0,0,1,0,0
1.0,15.0,42.0,48.0,17.0,2009.0,10.0,0,0,0,0,0,0,0
1.0,9.0,54.0,30.0,55.0,2010.0,0.0,1,0,0,0,0,0,0
7.0,22.0,41.0,27.0,49.0,2009.0,8.0,0,0,0,0,0,1,0
7.0,22.0,472.0,201.0,27.0,2009.0,0.0,1,0,0,1,0,1,0
5.0,13.0,135.0,13.0,20.0,2011.0,3.0,1,0,0,0,0,0,0
7.0,16.0,696.0,9.0,18.0,2016.0,8.0,1,1,0,0,0,0,1
4.0,45.0,54.0,8.0,52.0,2013.0,5.0,0,0,0,0,0,0,0
10.0,173.0,54.0,62.0,16.0,2010.0,6.0,0,0,0,0,1,0,0
8.0,19.0,194.0,73.0,20.0,2006.0,6.0,1,0,0,0,0,0,1
10.0,160.0,54.0,26.0,24.0,2015.0,6.0,0,1,0,0,0,0,0
1.0,9.0,31.0,8.0,27.0,2014.0,11.0,0,1,0,0,0,0,0
7.0,10.0,195.0,9.0,26.0,2011.0,8.0,1,0,0,0,0,0,1
1.0,9.0,173.0,11.0,28.0,2016.0,9.0,0,0,1,0,0,1,0
3.0,49.0,54.0,51.0,25.0,2011.0,3.0,1,0,0,0,0,0,0
1.0,9.0,49.0,6.0,70.0,2010.0,0.0,1,0,0,0,0,0,0
7.0,31.0,100.0,55.0,20.0,2008.0,8.0,1,1,0,0,0,0,0
1.0,9.0,49.0,6.0,55.0,2013.0,11.0,1,0,0,0,1,1,0
18.0,78.0,54.0,28.0,9.0,2012.0,13.0,1,0,0,0,0,0,0
5.0,8.0,283.0,6.0,135.0,2013.0,3.0,0,0,0,0,0,0,0
1.0,9.0,77.0,6.0,65.0,2014.0,9.0,1,0,0,0,1,0,0
1.0,9.0,249.0,30.0,70.0,2014.0,11.0,0,0,0,0,0,0,0
8.0,14.0,20.0,18.0,18.0,2011.0,6.0,0,0,0,0,1,0,1
6.0,7.0,3.0,25.0,38.0,2013.0,6.0,0,0,0,0,0,0,0
10.0,72.0,54.0,6.0,40.0,2014.0,6.0,1,0,0,0,0,0,0
1.0,9.0,150.0,10.0,22.0,2009.0,0.0,1,1,1,0,1,0,0
1.0,9.0,251.0,8.0,18.0,2009.0,0.0,0,0,0,0,1,0,0
5.0,13.0,265.0,13.0,20.0,2013.0,3.0,1,0,0,0,0,0,0
1.0,9.0,54.0,43.0,85.0,2008.0,0.0,0,0,0,0,0,0,0
9.0,24.0,54.0,24.0,25.0,2009.0,5.0,0,0,0,0,0,0,0
5.0,41.0,121.0,142.0,16.0,2014.0,3.0,1,0,0,0,0,0,1
3.0,34.0,54.0,3.0,11.0,2014.0,3.0,1,0,0,0,0,0,0
11.0,96.0,237.0,8.0,6.0,2001.0,5.0,0,0,0,0,0,1,0
1.0,9.0,49.0,17.0,16.0,1998.0,10.0,0,0,0,0,0,0,0
10.0,72.0,54.0,26.0,12.0,2012.0,6.0,0,0,0,0,0,0,0
7.0,10.0,195.0,9.0,35.0,2013.0,8.0,1,0,0,0,0,0,1
7.0,10.0,433.0,9.0,40.0,2013.0,8.0,1,0,0,0,0,0,1
5.0,11.0,97.0,12.0,20.0,2014.0,3.0,1,0,0,0,0,0,1
10.0,35.0,54.0,9.0,11.0,2006.0,6.0,1,0,0,0,0,0,1
8.0,19.0,127.0,36.0,17.0,2015.0,6.0,0,1,0,0,0,0,1
7.0,40.0,314.0,31.0,24.0,2008.0,0.0,0,1,0,0,0,0,0
5.0,28.0,44.0,33.0,80.0,2011.0,3.0,1,0,0,0,1,0,1
3.0,4.0,54.0,292.0,32.0,2010.0,3.0,1,0,0,0,0,0,0
1.0,25.0,108.0,18.0,9.0,2011.0,12.0,0,0,0,0,0,1,1
7.0,40.0,266.0,8.0,12.0,2008.0,0.0,1,0,0,0,0,0,0
1.0,1.0,15.0,30.0,99.0,2012.0,1.0,0,0,0,0,1,0,0
6.0,7.0,3.0,30.0,10.0,2014.0,6.0,0,0,0,0,0,0,0
13.0,36.0,54.0,28.0,27.0,2009.0,4.0,0,0,0,0,0,0,0
1.0,25.0,108.0,71.0,19.0,2008.0,12.0,0,0,0,0,0,0,0
7.0,10.0,64.0,9.0,13.0,2013.0,8.0,1,0,0,0,0,0,1
14.0,43.0,54.0,11.0,25.0,2013.0,15.0,1,0,1,0,1,0,0
3.0,3.0,54.0,61.0,25.0,2013.0,3.0,0,0,0,0,0,0,0
5.0,8.0,228.0,6.0,25.0,2015.0,3.0,1,0,0,0,0,0,0
1.0,9.0,156.0,6.0,28.0,2005.0,0.0,0,0,0,0,1,0,0
1.0,9.0,104.0,8.0,30.0,2013.0,9.0,0,0,0,0,0,0,0
1.0,9.0,67.0,30.0,110.0,2006.0,0.0,0,0,0,0,0,1,0
1.0,9.0,37.0,1.0,10.0,2008.0,0.0,0,0,0,0,1,0,0
1.0,1.0,134.0,30.0,30.0,2010.0,10.0,0,0,0,0,0,0,0
8.0,14.0,96.0,9.0,30.0,2010.0,6.0,1,0,0,0,0,0,1
6.0,7.0,3.0,36.0,50.0,2009.0,6.0,0,1,0,0,0,0,1
5.0,11.0,106.0,12.0,25.0,2009.0,3.0,1,0,0,0,1,0,1
1.0,9.0,31.0,8.0,55.0,2010.0,0.0,0,0,0,0,1,0,0
5.0,13.0,135.0,13.0,25.0,2011.0,3.0,1,0,0,0,1,0,0
1.0,9.0,37.0,33.0,21.0,2011.0,0.0,0,0,0,1,1,0,1
1.0,9.0,54.0,30.0,45.0,2009.0,0.0,0,0,0,0,1,0,0
8.0,19.0,79.0,45.0,9.0,2013.0,6.0,0,0,0,0,0,0,0
11.0,23.0,26.0,30.0,40.0,2012.0,5.0,1,0,0,0,0,0,0
5.0,32.0,299.0,65.0,16.0,2016.0,3.0,0,0,0,0,0,0,0
8.0,19.0,158.0,154.0,9.0,2013.0,6.0,1,0,0,0,0,0,0
5.0,11.0,167.0,12.0,330.0,2014.0,3.0,0,0,0,0,0,0,1
1.0,9.0,104.0,6.0,46.0,2014.0,9.0,0,0,0,0,0,1,0
1.0,1.0,134.0,25.0,25.0,2009.0,10.0,0,0,0,0,0,0,0
3.0,33.0,54.0,3.0,23.0,2012.0,3.0,1,0,0,0,0,0,0
8.0,19.0,388.0,154.0,10.0,2015.0,6.0,1,0,0,0,0,0,0
1.0,25.0,40.0,41.0,18.0,2015.0,12.0,0,0,0,0,0,0,0
5.0,41.0,435.0,248.0,25.0,2013.0,3.0,1,0,0,0,0,0,0
10.0,77.0,54.0,30.0,13.0,2014.0,6.0,0,0,0,0,0,0,0
5.0,8.0,58.0,8.0,25.0,2012.0,3.0,0,0,0,0,0,0,0
1.0,15.0,35.0,1.0,25.0,2007.0,10.0,0,0,0,0,0,1,0
1.0,9.0,54.0,8.0,50.0,2014.0,11.0,0,0,0,0,0,0,0
1.0,9.0,104.0,91.0,50.0,2012.0,9.0,1,0,0,0,0,0,1
1.0,9.0,54.0,26.0,29.0,2014.0,11.0,0,0,0,0,0,0,0
1.0,9.0,37.0,6.0,11.0,2010.0,0.0,0,0,0,0,0,0,0
13.0,36.0,54.0,34.0,17.0,2012.0,14.0,1,0,0,0,0,0,0
21.0,112.0,54.0,36.0,15.0,2014.0,14.0,0,1,1,0,0,0,1
5.0,28.0,44.0,33.0,30.0,2011.0,3.0,0,1,0,0,0,0,1
1.0,15.0,42.0,6.0,22.0,2015.0,10.0,1,0,0,0,0,0,0
1.0,9.0,27.0,26.0,25.0,2015.0,9.0,0,0,0,0,0,0,0
1.0,9.0,32.0,1.0,34.0,2013.0,9.0,1,0,0,0,0,0,0
6.0,7.0,3.0,199.0,14.0,2008.0,6.0,0,0,0,0,0,0,1
1.0,9.0,156.0,6.0,35.0,2010.0,0.0,1,0,0,0,1,0,0
1.0,9.0,130.0,30.0,26.0,2008.0,0.0,0,0,0,0,0,0,0
14.0,43.0,54.0,9.0,26.0,2011.0,15.0,0,0,0,0,0,0,1
6.0,7.0,258.0,26.0,12.0,2016.0,6.0,0,0,0,0,0,0,0
5.0,37.0,70.0,48.0,60.0,2015.0,15.0,0,0,0,0,0,0,0
1.0,15.0,42.0,6.0,30.0,2011.0,10.0,0,0,0,0,0,0,0
1.0,12.0,307.0,43.0,20.0,2013.0,16.0,0,0,0,0,0,0,0
7.0,17.0,561.0,9.0,85.0,2008.0,8.0,1,1,0,0,0,0,1
7.0,62.0,548.0,31.0,17.0,2011.0,0.0,0,0,0,0,0,0,0
7.0,31.0,192.0,55.0,45.0,2010.0,8.0,1,0,0,0,0,0,0
14.0,43.0,54.0,46.0,20.0,2011.0,3.0,0,0,0,0,0,0,0
1.0,9.0,125.0,48.0,24.0,2013.0,7.0,0,0,0,0,0,0,0
6.0,7.0,258.0,8.0,25.0,2013.0,6.0,0,0,0,0,0,0,0
6.0,7.0,95.0,26.0,12.0,2008.0,6.0,0,0,0,0,0,0,0
10.0,104.0,54.0,6.0,35.0,2012.0,6.0,0,0,0,0,0,0,0
6.0,7.0,258.0,25.0,36.0,2013.0,6.0,1,0,0,0,0,0,0
6.0,7.0,3.0,25.0,7.0,2010.0,6.0,1,0,0,0,0,0,0
1.0,9.0,32.0,92.0,20.0,2012.0,9.0,0,1,0,0,0,0,0
1.0,9.0,74.0,6.0,60.0,2014.0,9.0,1,0,0,0,0,0,0
5.0,41.0,76.0,318.0,20.0,2011.0,3.0,0,0,0,0,0,0,1
1.0,9.0,130.0,28.0,18.0,2012.0,11.0,1,0,0,0,0,0,0
1.0,9.0,54.0,30.0,40.0,2005.0,0.0,0,0,0,0,0,0,0
5.0,6.0,81.0,9.0,11.0,1998.0,5.0,0,0,0,0,0,0,1
1.0,9.0,51.0,6.0,48.0,2014.0,11.0,0,0,0,0,0,0,0
7.0,16.0,71.0,14.0,20.0,2011.0,8.0,0,1,0,0,0,0,0
10.0,72.0,54.0,26.0,20.0,2015.0,6.0,0,0,0,0,0,0,0
1.0,25.0,40.0,71.0,18.0,2006.0,2.0,0,0,0,0,0,0,0
5.0,11.0,167.0,12.0,75.0,2013.0,3.0,0,0,0,0,1,0,1
5.0,13.0,200.0,13.0,15.0,2010.0,3.0,0,0,0,0,0,0,0
1.0,9.0,182.0,17.0,20.0,2005.0,0.0,1,0,0,0,0,0,0
5.0,32.0,299.0,65.0,17.0,2015.0,3.0,0,0,0,0,0,0,0
7.0,10.0,159.0,9.0,31.0,2011.0,8.0,1,0,0,0,0,0,1
1.0,1.0,1.0,28.0,30.0,2012.0,1.0,0,0,0,0,0,1,0
7.0,16.0,93.0,9.0,90.0,2010.0,8.0,0,0,0,0,1,0,1
1.0,1.0,1.0,9.0,50.0,2006.0,10.0,0,0,0,0,0,0,1
1.0,9.0,54.0,11.0,32.0,2016.0,11.0,0,0,0,0,1,0,0
1.0,1.0,15.0,8.0,7.0,2010.0,1.0,0,0,0,0,1,0,0
7.0,10.0,6.0,54.0,85.0,2004.0,0.0,0,0,0,0,0,1,0
30.0,169.0,54.0,71.0,39.0,2011.0,6.0,0,0,0,0,0,1,0
5.0,37.0,70.0,96.0,16.0,2011.0,3.0,0,1,0,0,0,0,0
10.0,77.0,54.0,6.0,15.0,2014.0,6.0,1,0,0,0,1,0,0
8.0,105.0,331.0,73.0,15.0,2004.0,6.0,0,0,0,0,1,0,1
11.0,29.0,413.0,25.0,30.0,2008.0,5.0,1,0,0,0,0,0,0
10.0,111.0,54.0,30.0,13.0,2008.0,6.0,1,0,0,0,0,1,0
1.0,1.0,1.0,9.0,45.0,2011.0,10.0,0,0,0,0,0,0,1
1.0,9.0,31.0,6.0,48.0,2014.0,11.0,0,0,0,0,0,0,0
1.0,9.0,125.0,48.0,21.0,2012.0,11.0,0,0,0,0,0,0,0
1.0,9.0,33.0,6.0,46.0,2009.0,0.0,0,0,0,0,1,0,0
5.0,58.0,183.0,15.0,125.0,1999.0,3.0,0,0,0,0,0,0,1
1.0,9.0,19.0,10.0,28.0,2011.0,9.0,0,0,0,0,0,0,0
1.0,9.0,54.0,64.0,15.0,2009.0,0.0,0,0,0,0,0,0,0
1.0,9.0,230.0,1.0,50.0,2011.0,11.0,1,1,0,0,0,0,0
1.0,9.0,54.0,30.0,75.0,2009.0,0.0,1,0,0,0,1,0,0
7.0,40.0,314.0,165.0,30.0,2008.0,0.0,0,0,0,0,0,0,0
1.0,9.0,49.0,26.0,16.0,2014.0,11.0,0,1,0,0,1,0,0
3.0,49.0,54.0,51.0,30.0,0.0,3.0,1,0,0,0,1,0,0
1.0,15.0,42.0,6.0,50.0,2010.0,10.0,0,0,0,0,0,0,0
1.0,1.0,134.0,9.0,50.0,2005.0,10.0,0,0,0,0,0,0,1
18.0,78.0,54.0,28.0,15.0,2011.0,13.0,1,0,0,0,0,0,0
1.0,9.0,49.0,6.0,60.0,2014.0,11.0,0,0,0,0,0,0,0
10.0,26.0,54.0,29.0,10.0,2014.0,6.0,1,0,0,0,0,0,0
1.0,9.0,87.0,15.0,24.0,2007.0,0.0,1,0,0,0,0,0,1
5.0,11.0,101.0,12.0,25.0,2010.0,3.0,0,0,0,0,0,0,1
1.0,9.0,59.0,8.0,27.0,2011.0,0.0,0,0,0,0,0,0,0
1.0,9.0,248.0,17.0,13.0,2009.0,11.0,0,0,0,0,0,0,0
7.0,10.0,16.0,137.0,78.0,2014.0,8.0,1,1,0,0,0,0,0
1.0,1.0,1.0,48.0,12.0,2011.0,10.0,0,1,0,0,0,0,0
1.0,9.0,54.0,26.0,24.0,2013.0,11.0,0,0,0,0,0,0,0
1.0,9.0,19.0,17.0,26.0,2006.0,0.0,0,0,0,0,0,0,0
1.0,9.0,5.0,307.0,15.0,2014.0,7.0,0,0,0,0,1,0,0
7.0,16.0,511.0,33.0,11.0,2011.0,10.0,0,0,0,0,1,1,1
10.0,72.0,54.0,26.0,14.0,2010.0,6.0,0,0,0,0,0,0,0
5.0,41.0,303.0,9.0,26.0,2010.0,3.0,1,0,0,0,0,0,1
1.0,1.0,1.0,53.0,30.0,2013.0,1.0,1,0,0,0,0,0,0
8.0,19.0,79.0,53.0,35.0,2010.0,6.0,0,0,0,0,0,0,0
1.0,1.0,1.0,26.0,12.0,2006.0,10.0,0,1,0,0,0,0,0
5.0,58.0,123.0,15.0,11.0,2012.0,5.0,0,0,0,0,0,0,1
5.0,11.0,151.0,12.0,15.0,1999.0,0.0,1,0,0,0,0,0,1
20.0,102.0,246.0,6.0,40.0,2012.0,1.0,0,0,0,0,0,0,0
11.0,96.0,237.0,31.0,8.0,2015.0,5.0,0,0,0,0,0,1,0
1.0,9.0,259.0,1.0,35.0,2007.0,0.0,0,0,0,0,0,0,0
1.0,9.0,130.0,53.0,45.0,2012.0,11.0,1,0,0,0,0,0,0
1.0,9.0,54.0,30.0,155.0,2010.0,0.0,0,0,0,0,0,0,0
5.0,11.0,353.0,88.0,14.0,2014.0,3.0,0,1,0,0,0,0,1
5.0,11.0,8.0,12.0,25.0,2005.0,3.0,0,0,0,0,0,0,1
1.0,9.0,150.0,1.0,18.0,2005.0,0.0,1,0,0,0,1,0,0
5.0,37.0,70.0,96.0,16.0,2011.0,3.0,0,1,0,0,0,0,0
5.0,82.0,252.0,9.0,18.0,2008.0,4.0,1,0,0,0,1,0,1
1.0,9.0,125.0,6.0,40.0,2014.0,7.0,0,0,0,0,0,0,0
7.0,10.0,16.0,9.0,50.0,2011.0,8.0,1,0,0,0,1,0,1
16.0,118.0,54.0,63.0,20.0,2015.0,6.0,0,0,0,0,1,0,0
3.0,49.0,54.0,51.0,34.0,2011.0,3.0,0,0,0,0,1,0,0
1.0,15.0,42.0,24.0,22.0,2013.0,10.0,0,0,0,0,1,0,0
